משתנה,תאריך,חיפה בתי זיקוק                                    (600)
טמפרטורת מינימום ליד הקרקע(C°),14-12-2016,-
טמפרטורת מקסימום(C°),15-12-2016,16.8
טמפרטורת מינימום(C°),15-12-2016,9.7
טמפרטורת מינימום ליד הקרקע(C°),15-12-2016,-
טמפרטורת מקסימום(C°),16-12-2016,13.9
טמפרטורת מינימום(C°),16-12-2016,11.0
טמפרטורת מינימום ליד הקרקע(C°),16-12-2016,-
טמפרטורת מקסימום(C°),17-12-2016,16.0
טמפרטורת מינימום(C°),17-12-2016,10.7
טמפרטורת מינימום ליד הקרקע(C°),17-12-2016,-
טמפרטורת מקסימום(C°),18-12-2016,16.1
טמפרטורת מינימום(C°),18-12-2016,9.4
טמפרטורת מינימום ליד הקרקע(C°),18-12-2016,-
טמפרטורת מקסימום(C°),19-12-2016,12.6
טמפרטורת מינימום(C°),19-12-2016,6.7
טמפרטורת מינימום ליד הקרקע(C°),19-12-2016,-
טמפרטורת מקסימום(C°),20-12-2016,16.0
טמפרטורת מינימום(C°),20-12-2016,5.0
טמפרטורת מינימום ליד הקרקע(C°),20-12-2016,-
טמפרטורת מקסימום(C°),21-12-2016,14.4
טמפרטורת מינימום(C°),21-12-2016,8.7
טמפרטורת מינימום ליד הקרקע(C°),21-12-2016,-
טמפרטורת מקסימום(C°),22-12-2016,16.5
טמפרטורת מינימום(C°),22-12-2016,10.2
טמפרטורת מינימום ליד הקרקע(C°),22-12-2016,-
טמפרטורת מקסימום(C°),23-12-2016,18.5
טמפרטורת מינימום(C°),23-12-2016,10.3
טמפרטורת מינימום ליד הקרקע(C°),23-12-2016,-
טמפרטורת מקסימום(C°),24-12-2016,16.4
טמפרטורת מינימום(C°),24-12-2016,10.1
טמפרטורת מינימום ליד הקרקע(C°),24-12-2016,-
טמפרטורת מקסימום(C°),25-12-2016,16.5
טמפרטורת מינימום(C°),25-12-2016,10.3
טמפרטורת מינימום ליד הקרקע(C°),25-12-2016,-
טמפרטורת מקסימום(C°),26-12-2016,16.1
טמפרטורת מינימום(C°),26-12-2016,10.4
טמפרטורת מינימום ליד הקרקע(C°),26-12-2016,-
טמפרטורת מקסימום(C°),27-12-2016,14.9
טמפרטורת מינימום(C°),27-12-2016,8.7
טמפרטורת מינימום ליד הקרקע(C°),27-12-2016,-
טמפרטורת מקסימום(C°),28-12-2016,16.3
טמפרטורת מינימום(C°),28-12-2016,7.6
טמפרטורת מינימום ליד הקרקע(C°),28-12-2016,-
טמפרטורת מקסימום(C°),29-12-2016,16.7
טמפרטורת מינימום(C°),29-12-2016,10.5
טמפרטורת מינימום ליד הקרקע(C°),29-12-2016,-
טמפרטורת מקסימום(C°),30-12-2016,18.1
טמפרטורת מינימום(C°),30-12-2016,10.1
טמפרטורת מינימום ליד הקרקע(C°),30-12-2016,-
טמפרטורת מקסימום(C°),31-12-2016,16.1
טמפרטורת מינימום(C°),31-12-2016,8.5
טמפרטורת מינימום ליד הקרקע(C°),31-12-2016,-
טמפרטורת מקסימום(C°),01-01-2017,17.0
טמפרטורת מינימום(C°),01-01-2017,7.8
טמפרטורת מינימום ליד הקרקע(C°),01-01-2017,-
טמפרטורת מקסימום(C°),02-01-2017,17.3
טמפרטורת מינימום(C°),02-01-2017,9.0
טמפרטורת מינימום ליד הקרקע(C°),02-01-2017,-
טמפרטורת מקסימום(C°),03-01-2017,18.3
טמפרטורת מינימום(C°),03-01-2017,9.5
טמפרטורת מינימום ליד הקרקע(C°),03-01-2017,-
טמפרטורת מקסימום(C°),04-01-2017,18.2
טמפרטורת מינימום(C°),04-01-2017,9.5
טמפרטורת מינימום ליד הקרקע(C°),04-01-2017,-
טמפרטורת מקסימום(C°),05-01-2017,18.7
טמפרטורת מינימום(C°),05-01-2017,10.2
טמפרטורת מינימום ליד הקרקע(C°),05-01-2017,-
טמפרטורת מקסימום(C°),06-01-2017,18.9
טמפרטורת מינימום(C°),06-01-2017,11.4
טמפרטורת מינימום ליד הקרקע(C°),06-01-2017,-
טמפרטורת מקסימום(C°),07-01-2017,18.6
טמפרטורת מינימום(C°),07-01-2017,8.3
טמפרטורת מינימום ליד הקרקע(C°),07-01-2017,-
טמפרטורת מקסימום(C°),08-01-2017,16.5
טמפרטורת מינימום(C°),08-01-2017,12.1
טמפרטורת מינימום ליד הקרקע(C°),08-01-2017,-
טמפרטורת מקסימום(C°),09-01-2017,14.8
טמפרטורת מינימום(C°),09-01-2017,9.3
טמפרטורת מינימום ליד הקרקע(C°),09-01-2017,-
טמפרטורת מקסימום(C°),10-01-2017,15.7
טמפרטורת מינימום(C°),10-01-2017,7.8
טמפרטורת מינימום ליד הקרקע(C°),10-01-2017,-
טמפרטורת מקסימום(C°),11-01-2017,19.7
טמפרטורת מינימום(C°),11-01-2017,5.8
טמפרטורת מינימום ליד הקרקע(C°),11-01-2017,-
טמפרטורת מקסימום(C°),12-01-2017,20.3
טמפרטורת מינימום(C°),12-01-2017,7.8
טמפרטורת מינימום ליד הקרקע(C°),12-01-2017,-
טמפרטורת מקסימום(C°),13-01-2017,19.0
טמפרטורת מינימום(C°),13-01-2017,9.2
טמפרטורת מינימום ליד הקרקע(C°),13-01-2017,-
טמפרטורת מקסימום(C°),14-01-2017,13.3
טמפרטורת מינימום(C°),14-01-2017,8.3
טמפרטורת מינימום ליד הקרקע(C°),14-01-2017,-
טמפרטורת מקסימום(C°),15-01-2017,17.7
טמפרטורת מינימום(C°),15-01-2017,10.5
טמפרטורת מינימום ליד הקרקע(C°),15-01-2017,-
טמפרטורת מקסימום(C°),16-01-2017,17.0
טמפרטורת מינימום(C°),16-01-2017,7.1
טמפרטורת מינימום ליד הקרקע(C°),16-01-2017,-
טמפרטורת מקסימום(C°),17-01-2017,20.4
טמפרטורת מינימום(C°),17-01-2017,12.0
טמפרטורת מינימום ליד הקרקע(C°),17-01-2017,-
טמפרטורת מקסימום(C°),18-01-2017,22.1
טמפרטורת מינימום(C°),18-01-2017,13.8
טמפרטורת מינימום ליד הקרקע(C°),18-01-2017,-
טמפרטורת מקסימום(C°),19-01-2017,19.4
טמפרטורת מינימום(C°),19-01-2017,9.0
טמפרטורת מינימום ליד הקרקע(C°),19-01-2017,-
טמפרטורת מקסימום(C°),20-01-2017,19.2
טמפרטורת מינימום(C°),20-01-2017,7.6
טמפרטורת מינימום ליד הקרקע(C°),20-01-2017,-
טמפרטורת מקסימום(C°),21-01-2017,18.7
טמפרטורת מינימום(C°),21-01-2017,8.7
טמפרטורת מינימום ליד הקרקע(C°),21-01-2017,-
טמפרטורת מקסימום(C°),22-01-2017,18.2
טמפרטורת מינימום(C°),22-01-2017,6.0
טמפרטורת מינימום ליד הקרקע(C°),22-01-2017,-
טמפרטורת מקסימום(C°),23-01-2017,20.3
טמפרטורת מינימום(C°),23-01-2017,4.2
טמפרטורת מינימום ליד הקרקע(C°),23-01-2017,-
טמפרטורת מקסימום(C°),24-01-2017,20.5
טמפרטורת מינימום(C°),24-01-2017,10.8
טמפרטורת מינימום ליד הקרקע(C°),24-01-2017,-
טמפרטורת מקסימום(C°),25-01-2017,20.9
טמפרטורת מינימום(C°),25-01-2017,14.7
טמפרטורת מינימום ליד הקרקע(C°),25-01-2017,-
טמפרטורת מקסימום(C°),26-01-2017,18.6
טמפרטורת מינימום(C°),26-01-2017,9.4
טמפרטורת מינימום ליד הקרקע(C°),26-01-2017,-
טמפרטורת מקסימום(C°),27-01-2017,16.2
טמפרטורת מינימום(C°),27-01-2017,7.6
טמפרטורת מינימום ליד הקרקע(C°),27-01-2017,-
טמפרטורת מקסימום(C°),28-01-2017,12.8
טמפרטורת מינימום(C°),28-01-2017,7.2
טמפרטורת מינימום ליד הקרקע(C°),28-01-2017,-
טמפרטורת מקסימום(C°),29-01-2017,15.2
טמפרטורת מינימום(C°),29-01-2017,3.7
טמפרטורת מינימום ליד הקרקע(C°),29-01-2017,-
טמפרטורת מקסימום(C°),30-01-2017,15.7
טמפרטורת מינימום(C°),30-01-2017,3.6
טמפרטורת מינימום ליד הקרקע(C°),30-01-2017,-
טמפרטורת מקסימום(C°),31-01-2017,16.4
טמפרטורת מינימום(C°),31-01-2017,7.0
טמפרטורת מינימום ליד הקרקע(C°),31-01-2017,-
טמפרטורת מקסימום(C°),01-02-2017,12.2
טמפרטורת מינימום(C°),01-02-2017,6.2
טמפרטורת מינימום ליד הקרקע(C°),01-02-2017,-
טמפרטורת מקסימום(C°),02-02-2017,15.1
טמפרטורת מינימום(C°),02-02-2017,1.5
טמפרטורת מינימום ליד הקרקע(C°),02-02-2017,-
טמפרטורת מקסימום(C°),03-02-2017,17.4
טמפרטורת מינימום(C°),03-02-2017,3.4
טמפרטורת מינימום ליד הקרקע(C°),03-02-2017,-
טמפרטורת מקסימום(C°),04-02-2017,17.5
טמפרטורת מינימום(C°),04-02-2017,3.6
טמפרטורת מינימום ליד הקרקע(C°),04-02-2017,-
טמפרטורת מקסימום(C°),05-02-2017,20.6
טמפרטורת מינימום(C°),05-02-2017,6.1
טמפרטורת מינימום ליד הקרקע(C°),05-02-2017,-
טמפרטורת מקסימום(C°),06-02-2017,19.6
טמפרטורת מינימום(C°),06-02-2017,6.4
טמפרטורת מינימום ליד הקרקע(C°),06-02-2017,-
טמפרטורת מקסימום(C°),07-02-2017,23.0
טמפרטורת מינימום(C°),07-02-2017,8.8
טמפרטורת מינימום ליד הקרקע(C°),07-02-2017,-
טמפרטורת מקסימום(C°),08-02-2017,18.8
טמפרטורת מינימום(C°),08-02-2017,14.2
טמפרטורת מינימום ליד הקרקע(C°),08-02-2017,-
טמפרטורת מקסימום(C°),09-02-2017,20.8
טמפרטורת מינימום(C°),09-02-2017,9.4
טמפרטורת מינימום ליד הקרקע(C°),09-02-2017,-
טמפרטורת מקסימום(C°),10-02-2017,21.9
טמפרטורת מינימום(C°),10-02-2017,8.7
טמפרטורת מינימום ליד הקרקע(C°),10-02-2017,-
טמפרטורת מקסימום(C°),11-02-2017,21.7
טמפרטורת מינימום(C°),11-02-2017,8.1
טמפרטורת מינימום ליד הקרקע(C°),11-02-2017,-
טמפרטורת מקסימום(C°),12-02-2017,18.1
טמפרטורת מינימום(C°),12-02-2017,8.5
טמפרטורת מינימום ליד הקרקע(C°),12-02-2017,-
טמפרטורת מקסימום(C°),13-02-2017,16.5
טמפרטורת מינימום(C°),13-02-2017,7.8
טמפרטורת מינימום ליד הקרקע(C°),13-02-2017,-
טמפרטורת מקסימום(C°),14-02-2017,15.7
טמפרטורת מינימום(C°),14-02-2017,8.5
טמפרטורת מינימום ליד הקרקע(C°),14-02-2017,-
טמפרטורת מקסימום(C°),15-02-2017,15.5
טמפרטורת מינימום(C°),15-02-2017,7.6
טמפרטורת מינימום ליד הקרקע(C°),15-02-2017,-
טמפרטורת מקסימום(C°),16-02-2017,13.2
טמפרטורת מינימום(C°),16-02-2017,8.2
טמפרטורת מינימום ליד הקרקע(C°),16-02-2017,-
טמפרטורת מקסימום(C°),17-02-2017,15.6
טמפרטורת מינימום(C°),17-02-2017,3.0
טמפרטורת מינימום ליד הקרקע(C°),17-02-2017,-
טמפרטורת מקסימום(C°),18-02-2017,17.4
טמפרטורת מינימום(C°),18-02-2017,3.7
טמפרטורת מינימום ליד הקרקע(C°),18-02-2017,-
טמפרטורת מקסימום(C°),19-02-2017,19.0
טמפרטורת מינימום(C°),19-02-2017,6.2
טמפרטורת מינימום ליד הקרקע(C°),19-02-2017,-
טמפרטורת מקסימום(C°),20-02-2017,21.1
טמפרטורת מינימום(C°),20-02-2017,9.1
טמפרטורת מינימום ליד הקרקע(C°),20-02-2017,-
טמפרטורת מקסימום(C°),21-02-2017,18.5
טמפרטורת מינימום(C°),21-02-2017,4.9
טמפרטורת מינימום ליד הקרקע(C°),21-02-2017,-
טמפרטורת מקסימום(C°),22-02-2017,18.8
טמפרטורת מינימום(C°),22-02-2017,5.2
טמפרטורת מינימום ליד הקרקע(C°),22-02-2017,-
טמפרטורת מקסימום(C°),23-02-2017,19.4
טמפרטורת מינימום(C°),23-02-2017,8.3
טמפרטורת מינימום ליד הקרקע(C°),23-02-2017,-
טמפרטורת מקסימום(C°),24-02-2017,20.7
טמפרטורת מינימום(C°),24-02-2017,7.3
טמפרטורת מינימום ליד הקרקע(C°),24-02-2017,-
טמפרטורת מקסימום(C°),25-02-2017,25.1
טמפרטורת מינימום(C°),25-02-2017,7.0
טמפרטורת מינימום ליד הקרקע(C°),25-02-2017,-
טמפרטורת מקסימום(C°),26-02-2017,24.8
טמפרטורת מינימום(C°),26-02-2017,6.6
טמפרטורת מינימום ליד הקרקע(C°),26-02-2017,-
טמפרטורת מקסימום(C°),27-02-2017,27.0
טמפרטורת מינימום(C°),27-02-2017,9.6
טמפרטורת מינימום ליד הקרקע(C°),27-02-2017,-
טמפרטורת מקסימום(C°),28-02-2017,23.1
טמפרטורת מינימום(C°),28-02-2017,14.4
טמפרטורת מינימום ליד הקרקע(C°),28-02-2017,-
טמפרטורת מקסימום(C°),01-03-2017,23.0
טמפרטורת מינימום(C°),01-03-2017,14.9
טמפרטורת מינימום ליד הקרקע(C°),01-03-2017,-
טמפרטורת מקסימום(C°),02-03-2017,21.4
טמפרטורת מינימום(C°),02-03-2017,11.8
טמפרטורת מינימום ליד הקרקע(C°),02-03-2017,-
טמפרטורת מקסימום(C°),03-03-2017,19.4
טמפרטורת מינימום(C°),03-03-2017,13.6
טמפרטורת מינימום ליד הקרקע(C°),03-03-2017,-
טמפרטורת מקסימום(C°),04-03-2017,19.6
טמפרטורת מינימום(C°),04-03-2017,10.1
טמפרטורת מינימום ליד הקרקע(C°),04-03-2017,-
טמפרטורת מקסימום(C°),05-03-2017,19.8
טמפרטורת מינימום(C°),05-03-2017,9.3
טמפרטורת מינימום ליד הקרקע(C°),05-03-2017,-
טמפרטורת מקסימום(C°),06-03-2017,24.9
טמפרטורת מינימום(C°),06-03-2017,9.2
טמפרטורת מינימום ליד הקרקע(C°),06-03-2017,-
טמפרטורת מקסימום(C°),07-03-2017,20.8
טמפרטורת מינימום(C°),07-03-2017,8.2
טמפרטורת מינימום ליד הקרקע(C°),07-03-2017,-
טמפרטורת מקסימום(C°),08-03-2017,21.0
טמפרטורת מינימום(C°),08-03-2017,10.0
טמפרטורת מינימום ליד הקרקע(C°),08-03-2017,-
טמפרטורת מקסימום(C°),09-03-2017,29.1
טמפרטורת מינימום(C°),09-03-2017,11.5
טמפרטורת מינימום ליד הקרקע(C°),09-03-2017,-
טמפרטורת מקסימום(C°),10-03-2017,23.8
טמפרטורת מינימום(C°),10-03-2017,11.9
טמפרטורת מינימום ליד הקרקע(C°),10-03-2017,-
טמפרטורת מקסימום(C°),11-03-2017,20.7
טמפרטורת מינימום(C°),11-03-2017,13.6
טמפרטורת מינימום ליד הקרקע(C°),11-03-2017,-
טמפרטורת מקסימום(C°),12-03-2017,24.2
טמפרטורת מינימום(C°),12-03-2017,14.3
טמפרטורת מינימום ליד הקרקע(C°),12-03-2017,-
טמפרטורת מקסימום(C°),13-03-2017,20.7
טמפרטורת מינימום(C°),13-03-2017,12.5
טמפרטורת מינימום ליד הקרקע(C°),13-03-2017,-
טמפרטורת מקסימום(C°),14-03-2017,20.2
טמפרטורת מינימום(C°),14-03-2017,10.5
טמפרטורת מינימום ליד הקרקע(C°),14-03-2017,-
